_Id	_CreationDate	_PostId	_RelatedPostId	_LinkTypeId
134898	2019-05-05T18:08:03.360	12154	6052	1
134899	2019-05-05T18:08:03.360	12154	1314	1
134900	2019-05-05T18:08:03.360	12154	1394	1
134901	2019-05-05T18:08:03.360	12154	2192	1
135510	2019-05-07T21:32:27.167	12183	3209	1
136060	2019-05-09T21:27:16.143	11575	4965	1
136243	2019-05-10T14:45:44.747	11117	5539	1
136481	2019-05-11T14:04:12.027	11976	5955	1
136628	2019-05-12T01:16:51.387	12266	10623	1
136805	2019-05-12T19:02:49.683	12276	11679	1
137093	2019-05-13T18:05:19.047	12171	9829	1
137152	2019-05-13T21:33:02.953	4683	12042	1
137637	2019-05-14T15:59:22.350	12154	1774	1
137868	2019-05-15T15:15:16.280	12321	12318	1
138227	2019-05-16T15:26:41.373	12172	7547	1
139179	2019-05-19T13:28:32.363	12408	11286	1
139196	2019-05-19T13:33:14.497	12404	12142	1
140257	2019-05-22T15:24:37.517	12472	11375	1
140683	2019-05-24T11:02:01.823	5085	4965	1
140684	2019-05-24T11:08:47.010	12497	10289	1
140685	2019-05-24T11:15:57.137	12497	11405	1
140765	2019-05-24T18:52:51.573	9582	9542	3
141179	2019-05-26T07:44:36.570	12537	7756	1
141733	2019-05-28T10:30:16.410	12565	12497	1
142014	2019-05-29T12:57:00.323	12577	12264	1
142163	2019-05-29T23:21:00.513	12565	10289	1
142508	2019-05-31T12:58:10.533	12607	12544	1
142928	2019-06-03T05:44:59.120	12649	6934	1
142965	2019-06-03T15:45:09.250	12659	12142	1
143305	2019-06-04T23:13:45.340	12690	9076	1
143545	2019-06-05T17:01:12.107	10196	10194	1
143669	2019-06-05T22:29:31.837	12711	4610	1
143769	2019-06-06T11:01:52.903	12565	4245	1
143933	2019-06-06T23:23:48.323	5688	220	1
144078	2019-06-07T17:17:06.823	12739	10623	1
144079	2019-06-07T17:28:08.770	12739	6579	1
144133	2019-06-07T20:46:50.027	6579	12274	1
144425	2019-06-09T10:15:23.850	12755	5769	1
144664	2019-06-10T10:23:02.777	12769	6518	1
144665	2019-06-10T10:23:02.777	12769	7437	1
144666	2019-06-10T10:23:02.777	12769	8780	1
144754	2019-06-10T16:12:04.993	11787	12759	1
144977	2019-06-11T06:24:45.797	12790	10414	1
144978	2019-06-11T06:24:45.797	12790	4072	1
144979	2019-06-11T06:24:45.797	12790	4750	1
145478	2019-06-13T09:35:01.510	12827	8962	1
145479	2019-06-13T09:38:12.037	12827	9024	1
145755	2019-06-14T17:03:32.020	12848	4456	1
145756	2019-06-14T17:03:32.020	12848	11433	1
145757	2019-06-14T17:03:32.020	12848	11809	1
145949	2019-06-15T01:07:30.190	12324	12657	1
147055	2019-06-17T19:30:07.840	12899	1432	1
147422	2019-06-18T16:17:33.480	12912	12915	1
148593	2019-06-21T16:26:39.813	9474	8902	1
148856	2019-06-22T13:55:07.180	12990	7205	1
148858	2019-06-22T14:04:23.297	12990	3494	1
148859	2019-06-22T14:08:05.810	6909	4933	1
148881	2019-06-22T15:21:22.690	12985	7763	1
149398	2019-06-24T08:04:49.697	13018	5782	1
149509	2019-06-24T11:46:35.677	5235	12142	1
150368	2019-06-26T22:13:28.983	13069	4796	1
150588	2019-06-27T15:14:23.067	13088	12274	1
150708	2019-06-27T20:20:32.040	7624	12991	1
150918	2019-06-28T13:37:14.143	7431	5410	1
151401	2019-06-29T23:17:22.447	6905	211	1
151559	2019-06-30T15:39:17.697	13135	12274	1
151560	2019-06-30T15:39:17.697	13135	10812	1
151983	2019-07-01T21:33:12.890	6905	211	3
152846	2019-07-05T12:20:46.033	13208	9396	1
153317	2019-07-07T09:27:54.360	13233	7328	1
154158	2019-07-09T13:36:47.377	13281	7640	1
154197	2019-07-09T15:14:10.980	6038	6091	1
154456	2019-07-10T15:16:40.050	13281	7640	3
154604	2019-07-10T22:56:16.147	11640	13289	1
154712	2019-07-11T07:16:59.737	12773	2980	1
154970	2019-07-11T22:15:53.363	12773	2980	3
155244	2019-07-12T23:57:26.047	13079	8203	1
155245	2019-07-12T23:57:26.047	13079	8432	1
156176	2019-07-15T20:50:49.250	13376	8844	1
156527	2019-07-16T20:25:56.483	13379	12689	1
156603	2019-07-16T22:46:26.720	13401	13289	1
157015	2019-07-18T14:17:21.907	13420	12434	1
157115	2019-07-18T17:52:49.970	13425	1507	1
157130	2019-07-18T18:26:03.540	13425	1507	3
157198	2019-07-18T23:25:15.663	13420	13119	1
158725	2019-07-23T16:21:05.930	13511	13476	1
158726	2019-07-23T16:23:32.910	13526	5728	1
158907	2019-07-23T22:02:12.300	13544	13524	1
159218	2019-07-24T22:14:44.443	13556	1432	1
159427	2019-07-25T14:14:33.150	13555	13577	1
159500	2019-07-25T19:46:10.237	13556	1432	3
159909	2019-07-26T23:29:30.697	10636	6426	1
160129	2019-07-27T18:07:40.397	13619	12264	1
161108	2019-07-30T02:50:55.233	13668	12911	1
161674	2019-07-30T22:26:48.847	13683	13317	1
162277	2019-07-31T19:13:40.010	13710	13560	1
162505	2019-08-01T03:27:10.597	13573	13106	1
164232	2019-08-03T12:55:52.980	13194	3981	1
165180	2019-08-05T15:47:47.817	13793	13202	1
165303	2019-08-05T23:48:10.847	13794	12991	1
165347	2019-08-06T03:08:18.480	13806	13793	1
166787	2019-08-11T09:21:52.523	13895	12159	1
166958	2019-08-11T21:45:37.287	13845	13544	1
167201	2019-08-12T21:58:44.407	13921	12274	1
167202	2019-08-12T21:58:44.407	13921	12908	1
167640	2019-08-14T14:22:27.270	13968	2980	1
167719	2019-08-14T19:57:37.627	13975	13692	1
167720	2019-08-14T19:57:37.627	13975	5979	1
167933	2019-08-15T11:44:55.927	13988	13947	1
168357	2019-08-17T04:42:07.733	13651	12042	1
168396	2019-08-17T12:14:15.990	13845	13958	1
168926	2019-08-19T19:38:46.827	14054	14028	1
169161	2019-08-20T23:09:25.050	14074	14032	1
169162	2019-08-20T23:09:25.050	14074	14041	1
169167	2019-08-20T23:24:16.787	9765	13317	1
169368	2019-08-22T05:44:43.243	3089	4864	1
169769	2019-08-24T13:07:22.403	14119	1507	1
169810	2019-08-24T15:12:06.433	14119	1507	3
170210	2019-08-27T03:39:25.507	14153	13994	1
170211	2019-08-27T03:40:13.780	13994	14153	1
170389	2019-08-28T00:03:31.627	12189	12908	1
170508	2019-08-28T19:34:39.343	14175	5246	1
170831	2019-08-30T18:04:12.953	14215	7434	1
171108	2019-09-01T17:39:13.060	14243	1970	1
171378	2019-09-03T13:26:04.580	14267	2236	1
171386	2019-09-03T14:12:49.083	14267	4161	1
171387	2019-09-03T14:12:49.083	14267	13859	1
171656	2019-09-05T15:12:58.367	14284	14296	1
171782	2019-09-06T08:14:36.143	14303	6836	1
171977	2019-09-07T13:17:49.357	14320	13317	1
172375	2019-09-09T20:36:26.883	8681	8902	3
172510	2019-09-10T16:09:26.343	14355	5810	1
172518	2019-09-10T16:11:35.510	14355	2980	1
173951	2019-09-11T18:08:03.917	14363	13161	1
173952	2019-09-11T18:08:03.917	14363	4750	1
174144	2019-09-12T21:39:53.310	14355	2980	3
174205	2019-09-13T11:21:07.903	15416	15387	1
174629	2019-09-15T17:55:52.307	15441	9182	1
175074	2019-09-17T22:37:07.423	15497	7875	1
175888	2019-09-22T14:10:25.853	15578	14280	1
176677	2019-09-26T23:49:34.430	15645	3938	1
176973	2019-09-29T06:56:33.570	6185	2236	1
177665	2019-10-03T19:07:50.860	15708	13088	1
177666	2019-10-03T19:08:06.330	15708	12274	1
178738	2019-10-10T02:47:24.473	15752	36	1
178798	2019-10-10T13:27:32.590	15840	1285	1
178860	2019-10-11T00:34:33.030	15848	15820	1
178962	2019-10-11T11:51:56.297	15820	92	1
179038	2019-10-11T22:23:51.967	15820	8595	1
179054	2019-10-11T22:32:27.683	8595	6800	1
179314	2019-10-13T02:11:33.097	15875	7088	1
179530	2019-10-14T04:41:33.000	15875	7088	3
179716	2019-10-15T11:34:25.603	15916	13324	1
180159	2019-10-17T17:37:56.910	15951	4683	1
180219	2019-10-18T02:20:02.070	15950	15650	1
180551	2019-10-20T02:07:30.960	12351	1847	1
180554	2019-10-20T03:44:59.767	12351	1847	3
180598	2019-10-20T12:34:09.723	15980	11405	1
180684	2019-10-21T00:15:49.743	15986	145	1
180776	2019-10-21T19:04:00.377	15986	15650	1
180790	2019-10-21T21:09:04.890	15980	11405	3
180799	2019-10-21T21:11:41.467	16014	7088	1
180933	2019-10-22T14:52:33.190	15972	15964	1
180945	2019-10-22T16:00:04.367	15972	15971	1
181111	2019-10-23T15:26:13.847	16042	16038	1
181263	2019-10-24T09:14:24.973	15932	16054	1
181341	2019-10-24T16:58:07.403	16062	13233	1
181634	2019-10-26T22:03:13.200	16097	16096	1
181985	2019-10-29T11:43:07.547	10340	5493	1
182007	2019-10-29T14:33:14.560	13644	13289	1
182170	2019-10-30T15:31:33.073	16161	8267	1
182381	2019-10-31T19:32:22.097	16045	5493	3
183086	2019-11-04T03:39:36.907	8527	11667	1
183487	2019-11-06T00:36:53.707	8527	11667	3
183488	2019-11-06T00:44:33.640	12516	11667	3
183490	2019-11-06T01:00:23.603	16257	13418	1
183640	2019-11-06T21:37:11.677	8908	13865	1
184160	2019-11-08T17:31:11.503	16360	13261	1
184177	2019-11-08T18:11:07.630	2820	7548	1
184178	2019-11-08T18:12:17.127	7548	2820	1
184324	2019-11-09T11:49:24.393	16361	16311	1
184813	2019-11-10T15:56:47.313	16311	16175	1
185000	2019-11-11T01:33:59.913	16423	7580	1
185001	2019-11-11T01:33:59.913	16423	10149	1
185002	2019-11-11T01:33:59.913	16423	12759	1
185044	2019-11-11T08:14:40.603	16423	2980	1
185097	2019-11-11T13:53:17.760	16435	16311	1
185119	2019-11-11T15:33:14.763	11759	15701	1
185557	2019-11-13T00:10:15.633	16473	16444	1
185583	2019-11-13T06:20:41.290	16478	96	1
185684	2019-11-13T12:48:06.347	16487	16153	1
186088	2019-11-14T16:49:44.077	2111	16162	1
186180	2019-11-14T20:48:12.783	10636	6426	3
187216	2019-11-18T19:24:32.263	16605	16268	1
187356	2019-11-19T04:28:26.627	5688	220	3
188783	2019-11-24T00:45:43.393	16729	12689	1
188890	2019-11-24T15:28:25.960	16744	16536	1
189025	2019-11-25T02:41:43.283	16738	5949	1
189026	2019-11-25T02:41:43.283	16738	9182	1
190119	2019-11-30T13:08:44.163	16857	10430	1
190286	2019-12-01T01:56:56.383	16868	13612	1
190375	2019-12-01T11:58:52.090	16880	11059	1
190376	2019-12-01T12:06:48.703	16880	11059	3
190714	2019-12-02T21:02:48.693	16868	13612	3
192089	2019-12-09T09:13:35.553	16999	7049	1
192407	2019-12-10T13:22:27.863	16999	9491	1
192617	2019-12-11T16:26:11.463	17044	40	1
192618	2019-12-11T16:26:11.463	17044	9512	1
192909	2019-12-12T11:56:17.007	17063	1481	1
192921	2019-12-12T12:27:15.860	17055	6836	1
193238	2019-12-13T18:53:53.337	17084	17025	1
193373	2019-12-14T13:04:44.660	17090	17078	1
193712	2019-12-15T22:21:44.183	17118	3850	1
194671	2019-12-20T08:48:32.983	17171	17166	1
194681	2019-12-20T12:18:51.197	17172	17170	1
195341	2019-12-23T20:12:29.303	17227	14246	1
195374	2019-12-23T22:58:13.113	7255	17228	1
195847	2019-12-26T18:57:37.723	17229	8780	1
196392	2019-12-29T18:52:02.317	17295	8962	1
196393	2019-12-29T18:52:02.317	17295	11667	1
197543	2020-01-04T23:43:33.657	17357	13317	1
197608	2020-01-05T13:03:07.347	17357	7446	1
197703	2020-01-05T22:37:31.163	17378	3850	1
198784	2020-01-09T18:53:48.810	9785	16801	1
199097	2020-01-11T09:52:43.213	17455	7406	1
199993	2020-01-14T23:48:43.667	17502	11667	1
200012	2020-01-15T01:18:49.353	17472	17264	1
200908	2020-01-18T18:41:49.440	17571	17553	1
201785	2020-01-22T23:00:38.780	17613	17603	1
202093	2020-01-24T12:39:25.710	17647	15508	1
202514	2020-01-26T23:37:51.933	17647	15508	3
202883	2020-01-29T11:45:48.110	17613	10492	1
204089	2020-02-04T19:46:16.593	17839	12971	1
204107	2020-02-04T20:13:27.760	17844	9574	1
204167	2020-02-05T03:14:12.557	17851	8885	1
204327	2020-02-06T01:18:11.873	17840	17714	1
204399	2020-02-06T14:08:35.860	17870	17839	1
204411	2020-02-06T14:20:24.193	17870	13317	1
205145	2020-02-10T06:42:36.917	17941	4456	1
205168	2020-02-10T08:45:13.477	17941	4456	3
205415	2020-02-11T16:05:18.390	17734	11679	1
206479	2020-02-17T06:37:55.823	18066	10049	1
207057	2020-02-19T17:58:56.490	18088	16367	1
207058	2020-02-19T18:01:14.203	18117	14167	1
208077	2020-02-24T21:56:10.923	18217	11679	1
208486	2020-02-27T15:17:37.403	18187	13973	1
208522	2020-02-27T16:14:38.970	18220	17870	1
209060	2020-03-01T10:55:12.227	18344	18332	1
209200	2020-03-02T00:49:07.303	18355	18310	1
209307	2020-03-02T18:02:31.923	18363	3156	1
209495	2020-03-03T17:49:29.010	18391	18397	1
209579	2020-03-04T03:41:40.780	8780	1913	3
209580	2020-03-04T03:53:02.917	4933	3548	3
209582	2020-03-04T04:03:55.797	9032	3548	3
209583	2020-03-04T04:12:13.700	6909	3548	3
209584	2020-03-04T04:29:25.017	8432	7352	3
209585	2020-03-04T04:37:31.853	12899	1432	3
209586	2020-03-04T04:42:25.877	13197	8203	3
209587	2020-03-04T04:54:06.443	3548	3374	3
209679	2020-03-04T16:54:21.137	8641	1432	3
209701	2020-03-04T17:53:30.163	18418	1507	1
209754	2020-03-04T21:38:31.333	3374	1913	3
210011	2020-03-05T23:32:22.187	18418	13865	1
210202	2020-03-06T20:34:37.347	18088	16367	3
210252	2020-03-07T03:07:39.580	18474	18234	1
210550	2020-03-08T10:53:30.670	18234	18474	1
211137	2020-03-10T13:59:33.850	18481	6091	1
211302	2020-03-11T00:42:37.080	8309	42	3
211352	2020-03-11T08:14:03.917	17999	10139	1
211395	2020-03-11T13:19:45.567	18565	17004	1
211446	2020-03-11T16:27:47.507	18573	4456	1
211490	2020-03-11T18:20:08.750	18576	13289	1
211491	2020-03-11T18:20:08.750	18576	13317	1
211762	2020-03-13T01:23:00.593	18571	17870	1
212170	2020-03-14T13:59:19.750	8595	6800	3
212209	2020-03-14T17:28:54.853	8145	5728	3
212343	2020-03-15T00:10:49.790	8219	1415	3
212751	2020-03-16T14:29:14.690	18663	17783	1
212752	2020-03-16T14:29:14.690	18663	5769	1
212922	2020-03-17T00:36:54.023	18663	13692	1
213246	2020-03-18T07:52:23.217	18703	17764	1
213256	2020-03-18T07:57:58.387	17764	18703	1
213451	2020-03-18T22:17:20.760	18706	12434	1
214066	2020-03-21T17:40:27.883	18744	18712	1
214228	2020-03-22T09:52:02.283	18753	7390	1
214401	2020-03-23T08:43:19.880	18760	18576	1
215276	2020-03-26T13:13:51.763	18809	17892	1
217075	2020-03-30T08:59:27.033	19871	7721	1
217312	2020-03-31T00:11:24.250	15942	19846	1
218513	2020-04-03T19:49:28.910	19927	17	1
218531	2020-04-03T20:30:21.383	19979	11612	1
218767	2020-04-04T13:53:21.960	19982	20004	1
218777	2020-04-04T14:32:49.197	19987	13247	1
219260	2020-04-06T15:18:59.327	20044	19936	1
219555	2020-04-07T11:56:22.693	20037	19936	1
219661	2020-04-07T16:34:56.477	20081	20034	1
219934	2020-04-08T14:02:57.970	20094	12142	1
220209	2020-04-09T15:26:14.213	20094	13261	1
220569	2020-04-10T12:48:55.630	20140	20141	3
221120	2020-04-12T03:44:31.903	20186	5322	1
221200	2020-04-12T12:17:43.187	20196	17584	1
221632	2020-04-13T17:49:35.663	20231	58	1
221644	2020-04-13T18:05:12.137	20226	20092	1
221710	2020-04-13T21:57:49.780	20218	18551	1
222063	2020-04-14T19:49:19.217	20263	16536	1
222219	2020-04-15T14:03:51.200	20282	10839	1
222566	2020-04-16T12:42:12.383	20303	10575	1
222636	2020-04-16T17:19:43.513	20309	11057	1
222758	2020-04-17T00:14:22.373	20336	17870	1
222904	2020-04-17T14:49:32.380	20350	18663	1
223367	2020-04-19T09:03:39.527	20387	18703	1
223428	2020-04-19T13:03:35.853	20388	17870	1
223429	2020-04-19T13:03:35.853	20388	20336	1
223492	2020-04-19T20:55:35.960	20384	4740	1
223618	2020-04-20T11:20:34.117	20102	20406	3
223932	2020-04-21T15:23:51.683	20418	20527	1
224070	2020-04-22T07:25:34.577	15376	20527	1
224181	2020-04-22T13:37:16.493	20540	258	1
224639	2020-04-24T06:41:39.440	20587	20419	1
224655	2020-04-24T10:31:57.680	20592	13451	1
224675	2020-04-24T12:09:09.837	20587	20419	3
225058	2020-04-25T18:19:02.103	12712	11169	1
225059	2020-04-25T18:20:11.590	4035	12712	1
225060	2020-04-25T18:43:14.533	11226	11169	1
225190	2020-04-26T09:08:00.130	13071	7788	1
225254	2020-04-26T12:56:55.427	20647	18798	1
225275	2020-04-26T14:08:17.963	20647	18798	3
225539	2020-04-27T12:02:33.607	20656	36	1
225557	2020-04-27T12:26:26.300	20676	17783	1
225558	2020-04-27T12:26:26.300	20676	3287	1
225559	2020-04-27T12:26:26.300	20676	5769	1
225560	2020-04-27T12:26:26.300	20676	18663	1
225562	2020-04-27T12:45:56.113	20663	12991	1
225707	2020-04-27T21:27:26.153	11285	6556	1
225879	2020-04-28T12:38:26.837	20719	20336	1
226619	2020-04-30T14:27:00.757	20800	11679	1
226848	2020-05-01T12:00:00.053	20808	7159	1
227018	2020-05-01T23:35:54.573	20839	10492	1
227019	2020-05-01T23:35:54.573	20839	5835	1
227156	2020-05-02T16:50:27.350	20856	20852	1
227635	2020-05-04T13:06:01.620	20891	14167	1
227676	2020-05-04T14:02:55.173	7247	20871	1
227974	2020-05-05T12:16:10.403	20930	14167	1
228030	2020-05-05T15:59:24.347	20941	18115	1
228704	2020-05-08T02:56:09.880	21000	3463	1
228757	2020-05-08T11:21:39.277	21002	18701	1
229547	2020-05-10T16:06:14.183	21053	11679	1
229555	2020-05-10T16:36:43.230	21051	12274	1
230286	2020-05-13T05:53:45.773	21118	17999	1
230329	2020-05-13T10:18:10.043	21118	11517	1
230330	2020-05-13T10:18:10.043	21118	3209	1
230564	2020-05-13T21:21:54.500	15752	36	3
230793	2020-05-14T13:47:17.480	21155	13119	1
231150	2020-05-15T16:53:20.270	21109	20189	1
231179	2020-05-15T19:58:06.513	21109	21187	1
231835	2020-05-17T17:18:02.340	7838	74	1
232094	2020-05-18T10:03:52.460	21228	18584	1
232144	2020-05-18T12:00:54.020	21250	130	1
232153	2020-05-18T12:05:19.863	21250	2583	1
232154	2020-05-18T12:05:33.390	21187	21073	1
232219	2020-05-18T13:28:34.810	21261	20127	1
232221	2020-05-18T13:44:03.130	21220	17291	1
232236	2020-05-18T14:17:52.040	12421	21187	1
232237	2020-05-18T14:32:48.020	20169	8281	1
232273	2020-05-18T15:37:59.747	21266	2405	1
232777	2020-05-19T19:46:49.420	7865	13612	1
232778	2020-05-19T19:46:49.420	7865	5728	1
232783	2020-05-19T19:52:37.967	5861	13612	1
232788	2020-05-19T20:06:56.587	21283	3321	1
232798	2020-05-19T20:29:55.280	21312	18115	1
233145	2020-05-20T19:03:30.957	7838	7624	1
233421	2020-05-21T17:36:20.900	21382	7416	1
233521	2020-05-21T22:49:11.757	21233	21282	3
233525	2020-05-21T23:04:51.087	21282	20664	1
233678	2020-05-22T13:10:44.963	21388	20272	1
234092	2020-05-23T11:45:40.153	21416	26	1
234093	2020-05-23T11:48:44.450	21416	2872	1
234163	2020-05-23T16:03:22.730	21430	20411	1
234631	2020-05-25T11:19:46.343	21457	10442	1
234982	2020-05-26T20:41:46.303	21480	18645	1
236573	2020-06-01T17:24:09.583	21553	21388	1
236787	2020-06-02T10:34:27.923	21576	18798	1
236799	2020-06-02T11:32:00.443	21575	12042	3
236872	2020-06-02T15:45:58.857	21540	20377	1
236988	2020-06-02T19:36:49.103	21591	4085	1
237069	2020-06-02T23:24:46.283	6504	3243	1
237111	2020-06-03T02:45:10.140	21593	7624	1
237165	2020-06-03T08:57:50.683	21598	13698	1
237290	2020-06-03T18:26:21.067	11667	20377	1
237659	2020-06-04T19:29:17.510	21394	5546	1
238596	2020-06-07T13:00:29.423	21692	21672	1
238695	2020-06-07T20:08:41.057	21712	21515	1
238696	2020-06-07T20:09:50.520	21712	21672	1
239357	2020-06-09T15:15:14.213	21738	21182	1
239683	2020-06-10T13:21:34.503	21777	86	3
239727	2020-06-10T13:55:33.057	21784	9614	1
240356	2020-06-12T13:25:16.283	21810	18663	1
240418	2020-06-12T15:56:14.047	13821	21810	1
240545	2020-06-12T22:52:27.860	21833	21829	3
240546	2020-06-12T22:53:10.073	21833	21829	1
240605	2020-06-13T00:06:53.393	16080	19943	1
240953	2020-06-13T20:47:21.600	18157	21810	1
241171	2020-06-14T14:27:38.180	21877	5410	1
241172	2020-06-14T14:27:38.180	21877	17284	1
241318	2020-06-14T17:05:58.820	5694	4683	3
241319	2020-06-14T17:08:14.760	21877	5410	3
241735	2020-06-15T19:13:31.930	21910	21044	1
241805	2020-06-15T21:01:28.913	15578	14280	3
242050	2020-06-16T10:27:05.267	21937	11809	1
242255	2020-06-16T19:13:59.710	11588	3515	1
242422	2020-06-17T10:04:52.547	21963	21684	1
242449	2020-06-17T11:31:38.280	21957	5546	1
242450	2020-06-17T11:31:38.280	21957	21394	1
242461	2020-06-17T12:35:04.310	21957	11172	1
242530	2020-06-17T15:12:56.500	21970	13572	1
242646	2020-06-17T22:19:36.130	21970	21914	1
243360	2020-06-20T09:31:40.910	21353	21999	1
244185	2020-06-23T09:41:17.573	22097	11612	1
