_Id	_CreationDate	_PostId	_RelatedPostId	_LinkTypeId
289418	2021-01-22T14:37:59.773	18576	247	1
289509	2021-01-22T21:50:28.390	25913	4456	1
289510	2021-01-22T22:09:53.230	25921	10442	1
289553	2021-01-23T01:43:42.927	9735	205	3
289567	2021-01-23T02:01:36.417	9209	7838	3
289568	2021-01-23T02:04:19.810	9189	111	3
289637	2021-01-23T13:22:28.920	25937	21999	1
289641	2021-01-23T13:57:32.520	25939	24966	1
289675	2021-01-23T18:18:01.193	20706	21810	1
289700	2021-01-24T00:18:04.517	8203	5990	3
289701	2021-01-24T00:18:04.517	8203	23507	3
289703	2021-01-24T00:59:30.317	25637	20903	3
289704	2021-01-24T00:59:30.317	25637	21992	3
289721	2021-01-24T03:38:09.203	23292	12189	1
289819	2021-01-24T21:12:37.150	23507	5990	1
289829	2021-01-24T22:29:05.877	5252	146	1
289830	2021-01-24T22:35:19.013	20325	103	1
289848	2021-01-25T00:58:16.527	10371	1906	1
289926	2021-01-25T12:23:35.827	25969	3291	3
289927	2021-01-25T12:23:35.827	25969	4509	3
289928	2021-01-25T12:23:35.827	25969	23507	3
289929	2021-01-25T12:23:35.827	25969	3374	3
289930	2021-01-25T12:23:35.827	25969	1913	3
290125	2021-01-26T17:49:53.337	7042	1953	1
290151	2021-01-26T18:08:25.333	8768	4375	1
290174	2021-01-26T19:03:15.010	9924	35	1
290185	2021-01-26T19:36:07.500	26007	12874	1
290186	2021-01-26T19:36:07.500	26007	3573	1
290202	2021-01-26T23:38:26.467	25921	25993	1
290209	2021-01-27T00:00:57.140	9924	16448	1
290210	2021-01-27T00:04:34.610	24390	7352	1
290250	2021-01-27T16:06:42.283	26018	10442	1
290252	2021-01-27T16:29:43.287	26007	16815	1
290253	2021-01-27T16:53:54.590	26018	25993	1
290270	2021-01-27T19:07:55.793	25822	17892	1
290298	2021-01-28T00:25:54.897	26019	17609	1
290299	2021-01-28T00:27:17.483	26019	19894	1
290337	2021-01-28T00:59:54.450	3777	14224	1
290338	2021-01-28T00:59:54.450	3777	12870	1
290404	2021-01-28T11:35:26.447	26033	14224	1
290405	2021-01-28T11:35:26.447	26033	25178	1
290406	2021-01-28T11:35:26.447	26033	7339	1
290407	2021-01-28T11:35:26.447	26033	3502	1
290441	2021-01-28T16:41:28.193	18658	11979	1
290450	2021-01-28T16:52:46.957	1742	22721	1
290456	2021-01-28T17:38:05.047	26043	24221	1
290485	2021-01-28T18:55:12.120	26045	9105	1
290580	2021-01-29T11:29:54.423	26065	18187	1
290595	2021-01-29T19:01:47.710	26065	10839	1
290743	2021-01-30T17:16:33.393	26084	20034	1
290815	2021-01-31T00:11:50.760	26065	11679	1
290886	2021-01-31T13:13:16.123	12971	20355	1
290892	2021-01-31T13:40:45.927	12971	21427	1
290947	2021-01-31T18:10:34.953	17284	21427	1
290948	2021-01-31T18:10:34.953	17284	7431	1
290949	2021-01-31T18:16:52.293	17284	20180	1
290983	2021-01-31T18:53:29.617	4048	25268	1
290994	2021-01-31T21:35:14.760	13886	20903	1
291134	2021-02-01T17:44:24.023	26132	11679	1
291291	2021-02-02T22:28:38.020	26151	16610	1
291292	2021-02-02T22:28:38.020	26151	22900	1
291356	2021-02-03T11:20:26.433	26164	22643	1
291357	2021-02-03T11:24:30.467	26164	17298	3
291358	2021-02-03T11:25:06.030	22643	17298	3
291427	2021-02-03T18:26:17.777	26179	12189	1
291450	2021-02-04T08:32:51.567	26187	24221	1
291484	2021-02-04T12:49:13.833	26148	21045	3
291534	2021-02-04T16:52:08.207	26199	10839	1
291542	2021-02-04T18:06:33.453	26198	8791	3
291551	2021-02-04T18:52:01.470	26175	24872	1
291552	2021-02-04T18:52:01.470	26175	4889	1
303447	2021-02-04T21:58:17.070	26192	10847	1
312892	2021-02-05T08:48:58.020	26202	10719	1
312904	2021-02-05T10:43:42.047	13566	22118	1
312975	2021-02-05T15:21:51.647	13208	9396	3
313342	2021-02-07T12:04:38.767	26260	13867	1
313406	2021-02-08T00:36:42.437	26273	17950	1
313478	2021-02-08T14:06:05.777	26281	12065	1
313523	2021-02-08T23:10:46.930	26282	9077	1
313607	2021-02-09T11:51:05.000	26289	1756	1
313608	2021-02-09T11:51:05.000	26289	12991	1
313609	2021-02-09T11:51:05.000	26289	25457	1
313617	2021-02-09T13:01:33.803	26289	4456	1
313638	2021-02-09T17:31:27.040	26257	5174	1
313741	2021-02-10T17:22:34.417	26310	16375	3
313820	2021-02-11T01:30:32.697	26316	11478	1
313972	2021-02-11T17:03:31.287	26327	16667	1
313973	2021-02-11T17:58:38.763	11375	26289	1
314104	2021-02-12T16:27:17.617	26349	25064	1
314128	2021-02-12T17:09:37.183	6267	17084	1
314691	2021-02-18T02:28:15.570	26436	13233	1
314811	2021-02-18T19:43:42.533	26448	15820	1
314820	2021-02-18T19:45:28.790	26448	6800	1
314821	2021-02-18T19:48:33.843	26448	92	1
314822	2021-02-18T19:49:18.900	26448	6892	1
315039	2021-02-20T11:26:22.430	26479	9182	1
315118	2021-02-21T17:16:58.273	26495	12870	1
315209	2021-02-22T12:40:59.377	26507	13968	1
315302	2021-02-23T14:21:54.177	26525	18829	1
315310	2021-02-23T14:36:52.163	26506	26154	1
315420	2021-02-25T00:54:10.403	26548	12274	1
315421	2021-02-25T00:54:10.403	26548	13088	1
315422	2021-02-25T00:54:10.403	26548	10591	1
315599	2021-02-26T10:45:00.757	26562	9182	1
315640	2021-02-26T16:47:09.423	26546	13233	1
315665	2021-02-26T17:52:33.073	26587	21584	1
315666	2021-02-26T17:57:20.687	26587	25872	1
315986	2021-03-02T22:19:23.500	26637	25835	1
316079	2021-03-03T15:57:10.277	26646	12558	1
316172	2021-03-04T12:47:43.733	26665	11888	1
316771	2021-03-09T10:12:30.230	26729	24914	1
316797	2021-03-09T12:26:43.183	26729	17721	1
316867	2021-03-10T00:41:55.180	26729	4889	1
316868	2021-03-10T00:41:55.180	26729	18745	1
316869	2021-03-10T00:41:55.180	26729	26175	1
316879	2021-03-10T06:50:29.867	26729	5769	1
317011	2021-03-11T10:01:25.157	12558	26646	1
317471	2021-03-14T18:15:15.690	26819	22812	1
317497	2021-03-15T00:01:44.993	26822	21532	1
317498	2021-03-15T00:01:44.993	26822	9563	1
317499	2021-03-15T00:01:44.993	26822	13580	1
318158	2021-03-19T11:37:46.763	26744	25771	1
318159	2021-03-19T11:40:39.527	22888	24686	1
318284	2021-03-20T08:11:28.697	26928	2922	1
318686	2021-03-23T09:37:33.170	26956	7624	1
318706	2021-03-23T10:53:07.293	26957	26950	1
318846	2021-03-24T13:01:17.887	26977	26971	1
320582	2021-03-29T16:23:26.607	27007	27031	3
320709	2021-03-30T14:15:50.020	27081	7628	1
320755	2021-03-30T17:48:50.393	27086	23847	1
320894	2021-03-31T12:12:26.310	27094	27100	1
321257	2021-04-03T21:47:06.233	23847	23625	1
321489	2021-04-05T16:12:17.127	26425	27161	1
333373	2021-04-09T14:23:00.197	27202	11057	1
333489	2021-04-11T01:48:32.873	27259	27246	1
333583	2021-04-11T20:19:00.057	27269	25553	1
333884	2021-04-14T02:20:52.203	27314	27282	1
334074	2021-04-15T14:06:55.337	27341	25205	1
334161	2021-04-16T09:50:50.717	27363	10623	1
334214	2021-04-16T16:41:17.007	27371	13317	1
334407	2021-04-18T23:24:17.610	25459	27260	1
334464	2021-04-19T09:04:35.643	25459	27309	1
334808	2021-04-22T16:58:17.007	27457	27336	1
334809	2021-04-22T16:58:17.007	27457	26412	1
334923	2021-04-24T15:15:06.500	27493	9077	1
334941	2021-04-25T01:20:42.257	27452	7088	1
335215	2021-04-27T18:03:32.443	27309	27260	1
335381	2021-04-29T06:52:40.033	27564	5769	1
335458	2021-04-30T10:50:27.777	27576	22010	1
335468	2021-04-30T11:09:14.077	27558	25844	1
335514	2021-05-01T05:19:52.750	27585	10591	1
335588	2021-05-02T01:11:30.160	27576	22010	3
335863	2021-05-05T00:36:12.997	9704	7838	1
335864	2021-05-05T00:36:12.997	9704	15590	1
336002	2021-05-06T11:00:43.633	27641	24921	1
336003	2021-05-06T11:00:43.633	27641	21999	1
336121	2021-05-06T23:07:14.427	22536	27687	1
336122	2021-05-06T23:08:30.037	16173	27687	1
336124	2021-05-06T23:09:32.177	12761	27687	1
336125	2021-05-06T23:09:51.013	13644	27687	1
336127	2021-05-06T23:10:51.173	6422	27687	1
336135	2021-05-06T23:11:49.437	24136	27687	1
336175	2021-05-07T11:49:59.477	27688	16375	3
336534	2021-05-10T23:06:26.250	27716	27428	1
336540	2021-05-11T00:09:59.803	27136	10623	1
336687	2021-05-11T18:25:48.990	27754	17870	1
336892	2021-05-14T00:19:07.253	27789	27172	1
336991	2021-05-15T11:27:34.077	27706	18785	1
336995	2021-05-15T12:32:28.280	6026	6426	1
337019	2021-05-15T15:34:49.980	27808	26993	1
337535	2021-05-21T11:56:10.707	27891	20680	1
337989	2021-05-26T00:05:56.830	27957	20911	1
338201	2021-05-28T10:15:43.263	27996	10623	1
338306	2021-05-29T13:01:25.063	28011	25467	1
338307	2021-05-29T13:01:25.063	28011	11285	1
338308	2021-05-29T13:01:25.063	28011	5408	1
338696	2021-06-02T20:55:03.570	28067	28028	1
338703	2021-06-02T20:58:42.503	28028	28067	1
338760	2021-06-03T14:35:54.807	28079	12627	1
338783	2021-06-03T17:29:15.027	28080	27696	1
338953	2021-06-04T11:48:32.060	27942	18745	1
338954	2021-06-04T11:48:32.060	27942	4889	1
338955	2021-06-04T11:48:32.060	27942	26729	1
338956	2021-06-04T11:48:32.060	27942	26175	1
338986	2021-06-04T14:15:28.700	28089	11285	1
339001	2021-06-04T14:57:08.897	28059	14280	1
345876	2021-06-05T16:26:26.470	27999	24413	1
345904	2021-06-05T22:21:26.140	27999	6267	1
345905	2021-06-05T22:21:26.140	27999	7431	1
346071	2021-06-07T18:48:11.063	28133	12264	3
346072	2021-06-07T18:48:11.063	28133	22851	3
346112	2021-06-07T23:34:37.283	28138	27996	1
346320	2021-06-10T06:32:11.590	28122	28099	1
346659	2021-06-13T04:17:34.173	28217	28220	1
347177	2021-06-17T12:14:38.400	28291	18425	1
347224	2021-06-17T14:48:58.780	28303	28235	1
347326	2021-06-18T01:32:55.243	28311	1518	1
347501	2021-06-19T12:09:31.250	28329	21628	1
347502	2021-06-19T12:12:48.097	28329	13135	1
347684	2021-06-21T19:23:06.083	28346	3850	1
347803	2021-06-22T15:12:14.797	28366	2733	1
347812	2021-06-22T15:36:58.823	28365	28235	1
347822	2021-06-22T22:28:16.563	28352	5546	1
347866	2021-06-23T09:51:58.417	28358	4889	1
347867	2021-06-23T09:51:58.417	28358	27942	1
347868	2021-06-23T09:51:58.417	28358	26729	1
347975	2021-06-24T20:05:47.843	28379	13612	1
348029	2021-06-25T11:37:10.070	28395	28235	1
348141	2021-06-26T10:27:00.007	28411	28235	1
348142	2021-06-26T10:27:00.007	28411	28395	1
348153	2021-06-26T17:08:33.393	28415	28395	1
348219	2021-06-27T14:57:48.867	28410	10623	1
348270	2021-06-27T23:50:03.903	28431	5546	1
348311	2021-06-28T10:22:43.993	28431	182	3
348312	2021-06-28T10:22:43.993	28431	4	3
348313	2021-06-28T10:22:43.993	28431	7088	3
348314	2021-06-28T10:22:43.993	28431	18220	3
348341	2021-06-28T11:44:56.490	28432	7088	3
348369	2021-06-28T13:12:04.727	28441	11057	1
348408	2021-06-28T17:36:20.413	28449	7914	1
348423	2021-06-28T19:16:15.637	28447	4456	1
348428	2021-06-28T19:27:13.963	28447	10492	1
348488	2021-06-29T11:48:23.147	28465	28447	1
348496	2021-06-29T12:05:57.460	28465	12274	1
348513	2021-06-29T15:47:54.793	28418	4	1
348514	2021-06-29T15:48:42.310	28418	28443	1
348836	2021-07-03T03:06:24.400	28495	5658	1
349249	2021-07-07T14:42:27.617	28560	11057	1
349250	2021-07-07T14:42:27.617	28560	10620	1
349361	2021-07-08T11:01:56.253	28581	13418	1
349492	2021-07-09T16:43:52.483	28601	22913	1
349589	2021-07-10T09:05:52.363	28613	28552	1
349823	2021-07-13T04:47:48.253	28581	13418	3
349842	2021-07-13T07:28:07.890	28645	26977	1
350134	2021-07-15T07:09:05.693	28666	28639	1
350206	2021-07-15T15:37:55.433	28577	8534	1
350237	2021-07-16T00:35:00.560	28691	28089	1
350364	2021-07-17T00:37:03.773	28705	20377	1
350402	2021-07-17T16:50:58.580	28710	12510	1
350403	2021-07-17T16:50:58.580	28710	21394	1
350404	2021-07-17T16:50:58.580	28710	11172	1
350405	2021-07-17T16:50:58.580	28710	21957	1
350406	2021-07-17T16:50:58.580	28710	21999	1
350407	2021-07-17T16:50:58.580	28710	23817	1
350951	2021-07-22T03:32:51.903	28744	17270	1
351204	2021-07-24T15:39:24.103	7838	17084	1
351283	2021-07-25T15:45:33.957	17084	16610	1
351387	2021-07-26T13:29:10.173	28838	28843	1
351429	2021-07-26T23:12:58.957	28852	26597	1
351561	2021-07-28T00:14:14.653	28871	6658	1
351653	2021-07-28T08:56:09.447	28877	28871	1
351698	2021-07-28T10:46:51.140	28877	28574	1
352793	2021-07-29T06:44:56.497	29896	28574	1
352934	2021-07-30T03:15:36.043	29915	28744	1
352957	2021-07-30T12:19:42.223	29917	28059	1
352963	2021-07-30T12:24:58.233	29917	17055	1
352964	2021-07-30T12:29:42.013	29917	6836	1
353024	2021-07-30T16:27:27.797	28890	13460	1
353072	2021-07-31T10:04:54.290	29922	29936	1
353104	2021-07-31T13:50:08.383	28598	23261	1
353210	2021-08-01T11:21:32.410	29953	23161	1
353221	2021-08-01T12:01:00.353	29950	16826	1
353274	2021-08-02T02:21:33.010	29963	28877	1
353275	2021-08-02T02:21:33.010	29963	28288	1
353290	2021-08-02T05:20:26.260	29965	29953	1
353291	2021-08-02T05:20:26.260	29965	23161	1
353404	2021-08-02T23:06:37.117	29983	29970	1
353422	2021-08-03T01:48:00.720	24097	29965	1
353423	2021-08-03T01:48:00.720	24097	29953	1
353528	2021-08-03T13:04:49.960	29963	11979	1
353560	2021-08-03T14:35:29.760	29994	29989	1
358096	2021-08-03T22:59:24.013	30007	29915	1
360297	2021-08-04T11:26:47.783	30012	23983	1
360334	2021-08-04T14:37:44.487	30014	21584	3
360433	2021-08-05T12:16:07.073	30029	29942	1
360481	2021-08-06T00:48:56.297	30035	9005	1
360482	2021-08-06T00:48:56.297	30035	13646	1
360602	2021-08-06T19:36:57.273	30050	2008	1
360688	2021-08-07T12:30:08.373	21584	12264	1
360689	2021-08-07T12:30:08.373	21584	25872	1
360690	2021-08-07T12:30:08.373	21584	9105	1
360694	2021-08-07T13:47:28.447	30066	30037	1
360695	2021-08-07T13:48:20.123	30037	30066	1
360721	2021-08-07T23:14:07.207	30070	28023	1
360750	2021-08-08T07:49:37.640	30073	29985	1
360780	2021-08-08T12:30:28.213	30075	25166	1
360958	2021-08-09T23:18:02.587	30104	30057	1
360968	2021-08-10T00:30:13.233	30102	17605	1
360969	2021-08-10T00:32:00.340	30102	11375	1
361057	2021-08-10T18:14:53.473	30113	4085	1
361093	2021-08-10T22:51:41.410	30045	13865	1
361094	2021-08-10T22:51:41.410	30045	7838	1
361105	2021-08-11T03:24:11.050	30119	27341	1
361215	2021-08-12T09:59:21.970	30141	9491	1
361379	2021-08-14T11:01:43.957	30165	11226	1
361488	2021-08-16T10:33:24.667	30178	28888	1
361627	2021-08-17T00:21:52.597	30200	22426	1
361628	2021-08-17T00:21:52.597	30200	29896	1
361629	2021-08-17T00:21:52.597	30200	28574	1
361630	2021-08-17T00:21:52.597	30200	28877	1
361956	2021-08-19T10:40:19.647	30201	17325	1
361991	2021-08-19T13:10:35.520	30197	28390	1
362018	2021-08-19T23:05:49.753	30265	12870	1
362396	2021-08-23T22:47:24.823	30308	23507	1
362397	2021-08-23T22:47:24.823	30308	12044	1
362398	2021-08-23T22:47:24.823	30308	20355	1
362445	2021-08-24T02:04:26.287	30308	5990	1
362495	2021-08-24T11:32:30.880	30342	12558	1
362613	2021-08-25T13:45:55.523	30356	14224	1
362731	2021-08-26T14:02:54.183	30388	28888	1
362939	2021-08-29T06:55:14.683	30425	2008	1
363007	2021-08-30T01:59:12.470	30440	30378	1
364405	2021-09-02T16:26:47.727	30506	1768	1
364576	2021-09-04T04:54:15.977	22201	31536	1
364857	2021-09-07T10:07:12.977	31586	31526	1
364955	2021-09-08T03:26:36.167	31587	23774	1
364956	2021-09-08T03:26:36.167	31587	23875	1
365085	2021-09-09T13:14:21.423	30481	3089	1
365086	2021-09-09T13:14:21.423	30481	4864	1
365095	2021-09-09T13:36:42.647	31617	77	1
365096	2021-09-09T13:36:42.647	31617	3533	1
365097	2021-09-09T13:36:42.647	31617	2236	1
365098	2021-09-09T13:36:42.647	31617	6185	1
365099	2021-09-09T13:36:42.647	31617	3494	1
365100	2021-09-09T13:36:42.647	31617	1531	1
365156	2021-09-10T00:53:29.717	31631	31598	1
365228	2021-09-10T18:27:53.450	31644	12189	1
365229	2021-09-10T18:27:53.450	31644	22603	1
365230	2021-09-10T18:27:53.450	31644	23292	1
365244	2021-09-11T04:12:43.427	21411	31536	1
365284	2021-09-11T12:57:23.520	31650	5970	1
365296	2021-09-11T14:50:48.793	31658	31654	1
365538	2021-09-14T01:15:34.520	31682	31654	1
365539	2021-09-14T01:15:34.520	31682	31658	1
365540	2021-09-14T01:15:34.520	31682	31664	1
365777	2021-09-15T22:41:22.227	31690	31701	1
365862	2021-09-17T01:28:12.480	31713	28890	1
366139	2021-09-19T23:53:45.310	31614	22627	1
366156	2021-09-20T00:22:41.680	31703	13317	1
366157	2021-09-20T00:24:13.737	31703	31702	1
366205	2021-09-20T13:29:51.330	31770	13194	1
366250	2021-09-20T23:27:48.573	30469	28888	1
366460	2021-09-22T13:25:27.580	31784	1635	1
366484	2021-09-22T20:12:32.807	31784	15449	1
366544	2021-09-23T08:28:12.110	28888	30469	1
366598	2021-09-23T15:11:48.183	2490	18204	1
366705	2021-09-24T12:28:52.723	31822	31820	1
366712	2021-09-24T12:59:40.807	4774	4456	1
366859	2021-09-26T21:55:10.393	6934	17783	1
366957	2021-09-28T07:21:21.063	31859	5769	1
367099	2021-09-29T13:29:05.037	12510	5092	1
367288	2021-10-01T11:35:06.327	31895	29970	1
367311	2021-10-01T17:15:33.430	31902	5471	1
371751	2021-10-04T17:08:16.927	31914	25457	1
371810	2021-10-05T13:26:23.403	31915	30324	1
371824	2021-10-05T16:56:16.487	18378	24353	1
371955	2021-10-06T23:19:42.280	31915	30324	3
372007	2021-10-07T14:43:49.023	31958	11169	1
372012	2021-10-07T14:49:37.367	31958	22627	1
372120	2021-10-08T12:23:36.243	31970	5322	1
372163	2021-10-09T01:06:24.280	31981	31821	1
372193	2021-10-09T11:59:26.050	31984	13317	1
372321	2021-10-10T20:01:24.430	31998	28740	1
372336	2021-10-10T21:12:46.540	31984	13317	3
372340	2021-10-10T22:09:03.567	32001	32000	1
372385	2021-10-11T10:29:43.683	14320	13317	3
372441	2021-10-11T22:43:55.293	12366	18785	1
372467	2021-10-12T07:53:40.873	32011	32013	1
372468	2021-10-12T08:45:29.347	32020	1288	1
372640	2021-10-13T02:01:44.923	32038	15601	1
372674	2021-10-13T10:56:26.063	8701	18785	1
372697	2021-10-13T12:00:51.067	30469	32042	1
372763	2021-10-13T15:45:03.933	32043	9595	1
372930	2021-10-15T18:05:33.813	32062	80	1
373095	2021-10-16T18:02:53.103	32070	13973	1
373122	2021-10-16T23:08:40.167	28105	2516	1
373458	2021-10-20T13:35:24.887	32128	31998	1
373463	2021-10-20T14:33:59.637	32042	28888	1
373607	2021-10-22T13:09:12.167	32140	25102	1
373629	2021-10-22T14:14:50.817	20532	32010	1
373684	2021-10-23T02:13:14.047	32105	32161	1
373715	2021-10-23T14:36:35.523	32144	8427	1
374085	2021-10-27T13:00:35.400	8701	21999	1
374086	2021-10-27T13:03:12.477	32200	8701	1
374264	2021-10-29T12:19:45.480	32208	20377	1
374541	2021-11-02T12:03:40.963	32253	5990	1
374542	2021-11-02T12:03:40.963	32253	23507	1
374648	2021-11-03T12:21:02.603	32253	5990	3
374649	2021-11-03T12:21:02.603	32253	23507	3
374650	2021-11-03T12:21:02.603	32253	3647	3
374651	2021-11-03T12:21:02.603	32253	22010	3
374758	2021-11-04T12:36:58.910	32274	12870	1
374786	2021-11-04T14:38:02.267	32279	4037	1
374787	2021-11-04T14:38:02.267	32279	1824	1
374788	2021-11-04T14:38:02.267	32279	15449	1
374789	2021-11-04T14:38:02.267	32279	7875	1
375099	2021-11-07T17:30:46.210	32316	6426	1
375228	2021-11-08T21:48:24.657	32332	22783	1
375271	2021-11-09T17:14:06.430	32330	32333	1
375365	2021-11-10T12:02:48.033	32338	27404	1
375494	2021-11-11T16:01:54.710	32372	32042	1
375678	2021-11-13T14:28:49.937	32389	10289	1
375849	2021-11-15T14:35:12.130	32403	22269	1
375980	2021-11-16T18:21:40.177	3862	11979	3
375981	2021-11-16T18:24:34.537	3862	11979	1
376005	2021-11-16T22:08:41.857	32421	17870	1
376006	2021-11-16T22:11:14.910	32421	20355	1
376007	2021-11-16T22:11:14.910	32421	20388	1
376066	2021-11-17T12:57:15.793	32434	3374	1
376067	2021-11-17T12:57:15.793	32434	3548	1
376068	2021-11-17T12:57:15.793	32434	3291	1
376069	2021-11-17T12:57:15.793	32434	4509	1
376115	2021-11-17T14:17:26.953	32439	9924	1
376159	2021-11-17T20:18:59.517	32444	5428	1
376208	2021-11-18T15:20:13.673	32439	9924	3
376366	2021-11-19T22:19:26.910	22907	10584	1
